6575509.000000	0.000000
6513320.000000	28.000000
6436386.000000	55.500000
6376359.000000	83.250000
6301596.000000	110.000000
6243565.000000	137.500000
6170814.000000	163.500000
6114952.000000	190.750000
6044360.500000	216.000000
5990514.000000	243.000000
5921963.000000	267.500000
5870270.000000	294.250000
5803876.000000	318.000000
5754207.000000	344.500000
5689868.000000	367.500000
5642353.000000	393.750000
5580170.500000	416.000000
5534688.000000	442.000000
5474572.000000	463.500000
5431237.000000	489.250000
5373277.000000	510.000000
5331989.000000	535.500000
5276118.000000	555.500000
5236968.000000	580.750000
5183252.000000	600.000000
5146151.000000	625.000000
5094538.000000	643.500000
5059579.000000	668.250000
5010110.000000	686.000000
4977224.000000	710.500000
4929881.000000	727.500000
4883781.500000	720.000000
4838755.000000	736.250000
4795043.000000	728.500000
4752298.000000	744.000000
4711039.000000	736.000000
4670618.000000	750.750000
4631752.000000	742.500000
4593631.000000	756.500000
4557208.000000	748.000000
4521408.000000	761.250000
4487389.000000	752.500000
4453901.000000	765.000000
4422323.000000	756.000000
4391161.000000	767.750000
4361999.000000	758.500000
4333152.000000	769.500000
4306430.000000	760.000000
4279912.500000	770.250000
4255615.000000	760.500000
4231429.000000	770.000000
4209565.000000	760.000000
4187714.250000	768.750000
4168281.000000	758.500000
4148769.500000	766.500000
4131769.250000	756.000000
4114600.750000	763.250000
4100034.750000	752.500000
4085213.000000	759.000000
4073082.500000	748.000000
4060611.250000	753.750000
4050917.500000	742.500000
4040800.500000	747.500000
4033544.750000	736.000000
4025785.750000	740.250000
6638550.000000	0.000000
6556560.000000	-3.750000
6479764.000000	-7.500000
6400388.000000	-11.250000
6326219.500000	-15.000000
6249329.000000	-18.750000
6177644.000000	-22.500000
6103394.000000	-26.250000
6034336.500000	-30.000000
5962574.000000	-33.750000
5896010.000000	-37.500000
5826874.000000	-41.250000
5762927.000000	-45.000000
5696287.000000	-48.750000
5634854.000000	-52.500000
5570822.000000	-56.250000
5511980.000000	-60.000000
5450469.000000	-63.750000
5394158.000000	-67.500000
5335242.000000	-71.250000
5281507.000000	-75.000000
5225121.000000	-78.750000
5173934.000000	-82.500000
5120127.000000	-86.250000
5071529.000000	-90.000000
5020235.000000	-93.750000
4974175.000000	-97.500000
4925489.000000	-101.250000
4881999.500000	-105.000000
4835834.000000	-108.750000
4794887.000000	-112.500000
4766650.000000	-84.500000
4728118.500000	-88.250000
4702093.000000	-60.250000
4665946.000000	-64.000000
4642186.000000	-36.000000
4608449.000000	-39.750000
4586912.000000	-11.750000
4555574.000000	-15.500000
4536293.500000	12.500000
4507356.000000	8.750000
4490304.000000	36.750000
4463761.000000	33.000000
4448963.000000	61.000000
4424824.000000	57.250000
4412250.000000	85.250000
4390516.000000	81.500000
4380198.000000	109.500000
4360858.000000	105.750000
4352768.000000	133.750000
4335834.000000	130.000000
4329993.000000	158.000000
4315458.500000	154.250000
4311850.000000	182.250000
4299715.000000	178.500000
4298357.000000	206.500000
4288623.000000	202.750000
4289500.000000	230.750000
4282164.000000	227.000000
4285286.000000	255.000000
4280349.000000	251.250000
4275139.000000	247.500000
4272761.000000	243.750000
4270111.000000	240.000000
4270292.000000	236.250000
6693172.500000	0.000000
6611459.000000	-3.750000
6534369.000000	-7.500000
6455288.000000	-11.250000
6380842.000000	-15.000000
6304232.000000	-18.750000
6232271.000000	-22.500000
6158296.000000	-26.250000
6088951.500000	-30.000000
6017473.000000	-33.750000
5950633.000000	-37.500000
5881776.000000	-41.250000
5817552.000000	-45.000000
5751186.000000	-48.750000
5689471.000000	-52.500000
5625724.000000	-56.250000
5566611.000000	-60.000000
5505365.000000	-63.750000
5448769.000000	-67.500000
5390141.000000	-71.250000
5336149.500000	-75.000000
5280020.000000	-78.750000
5228540.000000	-82.500000
5175029.000000	-86.250000
5126141.000000	-90.000000
5075142.000000	-93.750000
5028796.000000	-97.500000
4980386.000000	-101.250000
4936618.000000	-105.000000
4890735.000000	-108.750000
4849504.000000	-112.500000
4806214.000000	-116.250000
4767561.500000	-120.000000
4726794.000000	-123.750000
4690692.000000	-127.500000
4652509.000000	-131.250000
4618970.000000	-135.000000
4583327.000000	-138.750000
4552345.000000	-142.500000
4519283.000000	-146.250000
4490855.000000	-150.000000
4460336.000000	-153.750000
4434465.000000	-157.500000
4406518.000000	-161.250000
4383208.000000	-165.000000
4357806.000000	-168.750000
4337056.000000	-172.500000
4314221.000000	-176.250000
4296034.000000	-180.000000
4275748.000000	-183.750000
4260120.000000	-187.500000
4242398.000000	-191.250000
4229325.000000	-195.000000
4214163.000000	-198.750000
4203650.000000	-202.500000
4191046.250000	-206.250000
4183091.250000	-210.000000
4173046.250000	-213.750000
4167650.000000	-217.500000
4160163.750000	-221.250000
4157326.250000	-225.000000
4162971.500000	-197.000000
4162534.000000	-200.750000
4170420.500000	-172.750000
4172383.000000	-176.500000
6739350.500000	0.000000
6657923.000000	-3.750000
6580563.000000	-7.500000
6501750.000000	-11.250000
6427030.500000	-15.000000
6350693.000000	-18.750000
6278449.000000	-22.500000
6204758.000000	-26.250000
6135121.500000	-30.000000
6063936.000000	-33.750000
5996818.000000	-37.500000
5928236.000000	-41.250000
5863739.500000	-45.000000
5797648.000000	-48.750000
5735653.000000	-52.500000
5672187.000000	-56.250000
5612794.000000	-60.000000
5551827.000000	-63.750000
5494957.000000	-67.500000
5436603.000000	-71.250000
